arm,class,request_to_ack_ms,clrt_ms
timing_on,READ,20.6473,4.0000
timing_on,READ,20.6752,4.0020
timing_on,READ,20.6752,3.9970
timing_on,READ,20.6716,4.0610
timing_on,READ,20.6504,4.0050
timing_on,READ,20.6790,3.9970
timing_on,READ,20.6618,3.9980
timing_on,READ,20.6723,3.9920
timing_on,READ,20.6668,3.9920
timing_on,READ,20.6659,4.0550
timing_on,READ,20.6692,4.0010
timing_on,READ,20.6730,3.9670
timing_on,READ,20.6838,4.0020
timing_on,READ,21.1127,3.9980
timing_on,READ,20.6571,3.9950
timing_on,READ,20.6447,4.0000
timing_on,READ,20.6666,4.0030
timing_on,READ,20.6640,4.0040
timing_on,READ,20.6378,4.0140
timing_on,READ,20.6723,4.0010
timing_on,READ,20.6771,3.9970
timing_on,READ,20.6761,3.9950
timing_on,READ,20.6728,3.9980
timing_on,READ,20.6330,4.0000
timing_on,READ,20.6177,4.0590
timing_on,READ,20.6056,4.0050
timing_on,READ,20.6258,4.0000
timing_on,READ,20.6287,4.0590
timing_on,READ,20.6211,4.0050
timing_on,READ,20.6528,3.9980
timing_on,READ,20.6630,3.9960
timing_on,READ,20.6563,4.0030
timing_on,READ,20.6616,4.0040
timing_on,READ,20.6549,3.9980
timing_on,READ,20.8900,4.0030
timing_on,READ,20.6065,4.0540
timing_on,READ,20.6151,4.0040
timing_on,READ,20.6161,3.9730
timing_on,READ,20.6685,4.0000
timing_on,READ,20.6728,3.9990
timing_on,READ,20.6764,3.9990
timing_on,READ,20.6695,3.9990
timing_on,READ,20.6666,4.0030
timing_on,READ,20.6783,3.9990
timing_on,READ,20.6804,3.9980
timing_on,READ,20.6831,4.0580
timing_on,READ,20.6203,4.0240
timing_on,READ,20.6714,4.0050
timing_on,READ,20.6575,4.0050
timing_on,READ,20.6609,3.9990
timing_on,READ,20.6604,3.9790
timing_on,READ,20.6623,3.9790
timing_on,READ,20.6697,4.0080
timing_on,READ,20.6623,4.0550
timing_on,READ,20.6664,3.9930
timing_on,READ,20.7210,3.9780
timing_on,READ,20.6046,4.0270
timing_on,READ,20.6535,4.0030
timing_on,READ,20.6482,4.0920
timing_on,READ,20.6704,4.0000
timing_on,READ,20.6873,4.0040
timing_on,READ,20.6785,3.9970
timing_on,READ,20.6771,4.0060
timing_on,READ,20.6707,4.0180
timing_on,READ,20.6747,4.0040
timing_on,READ,20.6785,4.0060
timing_on,READ,20.6492,4.0640
timing_on,READ,20.6513,4.0040
timing_on,READ,20.6695,3.9940
timing_on,READ,20.6661,3.9960
timing_on,READ,20.6621,4.0000
timing_on,READ,20.6664,4.0580
timing_on,READ,20.6649,4.0030
timing_on,READ,20.6602,4.0020
timing_on,READ,20.6530,4.0040
timing_on,READ,20.6518,4.0070
timing_on,READ,20.7198,3.9980
timing_on,READ,20.6294,4.0290
timing_on,READ,20.6409,4.0160
timing_on,READ,20.6602,4.0020
timing_on,READ,20.6766,3.9970
timing_on,READ,20.6757,4.0000
timing_on,READ,20.6776,3.9990
timing_on,READ,20.6549,4.0210
timing_on,READ,20.6783,4.0030
timing_on,READ,20.6747,4.0030
timing_on,READ,20.6716,4.0020
timing_on,READ,20.6764,3.9920
timing_on,READ,20.6642,3.9910
timing_on,READ,20.6616,4.0580
timing_on,READ,20.6888,4.0010
timing_on,READ,20.8023,3.9980
timing_on,READ,20.6516,4.0000
timing_on,READ,20.6218,4.0010
timing_on,READ,20.6487,3.9880
timing_on,READ,20.6022,4.0010
timing_on,READ,20.6916,3.9970
timing_on,READ,20.7505,3.9980
timing_on,READ,20.6800,3.9950
timing_on,READ,20.6754,3.9980
timing_on,READ,20.6835,4.0620
timing_on,READ,24.7688,3.9810
timing_on,READ,20.6296,4.0050
timing_on,READ,20.6370,4.0070
timing_on,READ,20.6561,3.9980
timing_on,READ,20.6633,3.9960
timing_on,READ,20.6804,3.9970
timing_on,READ,20.6714,4.0540
timing_on,READ,20.6590,4.0050
timing_on,READ,20.6363,4.0050
timing_on,READ,20.6618,3.9960
timing_on,READ,20.6594,4.0050
timing_on,READ,20.6652,3.9920
timing_on,READ,20.6594,4.0010
timing_on,READ,20.6718,4.0010
timing_on,READ,20.6640,4.0510
timing_on,READ,20.6726,4.0070
timing_on,READ,20.6597,4.0760
timing_on,READ,20.6454,4.0010
timing_on,READ,20.6816,3.9980
timing_on,READ,20.6730,4.0000
timing_on,READ,20.6707,4.0680
timing_on,READ,21.0588,3.9990
timing_on,READ,20.6676,3.9970
timing_on,READ,20.6730,3.9990
timing_on,READ,20.6823,3.9920
timing_on,READ,20.6668,3.9990
timing_on,READ,20.6635,4.0020
timing_on,READ,20.6451,4.0000
timing_on,READ,20.6623,4.0040
timing_on,READ,20.6590,4.0010
timing_on,READ,20.6573,4.0010
timing_on,READ,20.6196,4.0000
timing_on,READ,20.6113,4.0540
timing_on,READ,20.6168,4.0010
timing_on,READ,20.6158,4.0020
timing_on,READ,20.6161,4.0070
timing_on,READ,20.6420,4.0000
timing_on,READ,20.6592,4.0010
timing_on,READ,20.6780,3.9890
timing_on,READ,20.6702,4.0010
timing_on,READ,20.6673,4.0000
timing_on,READ,20.6566,4.0930
timing_on,READ,20.8781,4.0040
timing_on,READ,20.6256,3.9990
timing_on,READ,20.6273,3.9990
timing_on,READ,20.6294,3.9990
timing_on,READ,20.6411,4.0020
timing_on,READ,20.6394,3.9980
timing_on,READ,20.6549,4.0010
timing_on,READ,20.6568,4.0070
timing_on,READ,20.6647,4.0550
timing_on,READ,20.6466,4.0040
timing_on,READ,20.6652,4.0020
timing_on,READ,20.6666,3.9980
timing_on,READ,20.6707,3.9970
timing_on,READ,20.5491,4.0460
timing_on,READ,20.6642,4.0010
timing_on,READ,20.6580,4.0040
timing_on,READ,20.6630,4.0680
timing_on,READ,20.6554,4.0040
timing_on,READ,20.6733,3.9990
timing_on,READ,20.6432,4.0200
timing_on,READ,20.6745,4.0630
timing_on,READ,20.7601,4.0020
timing_on,READ,20.6313,3.9980
timing_on,READ,20.6370,4.0160
timing_on,READ,20.6661,4.0000
timing_on,READ,20.6585,3.9980
timing_on,READ,20.6547,4.0580
timing_on,READ,20.6556,4.0070
timing_on,READ,20.6578,4.0020
timing_on,READ,20.6671,4.0020
timing_on,READ,20.6759,4.0010
timing_on,READ,20.6738,3.9920
timing_on,READ,20.6649,3.9970
timing_on,READ,20.6664,3.9990
timing_on,READ,20.6711,4.0030
timing_on,READ,20.6749,4.0000
timing_on,READ,20.6685,3.9750
timing_on,READ,20.7105,4.0050
timing_on,READ,20.6809,4.0010
timing_on,READ,20.6587,4.0080
timing_on,READ,20.6685,4.0040
timing_on,READ,20.6788,4.0630
timing_on,READ,20.7145,4.0060
timing_on,READ,20.6420,3.9960
timing_on,READ,20.6695,4.0560
timing_on,READ,20.9424,4.0080
timing_on,READ,24.7500,4.0010
timing_on,READ,20.6137,3.9960
timing_on,READ,20.5891,4.0310
timing_on,READ,20.6273,3.9990
timing_on,READ,20.6249,4.0050
timing_on,READ,20.6492,4.0080
timing_on,READ,20.6568,4.0560
timing_on,READ,20.6580,4.0000
timing_on,READ,20.6559,4.0000
timing_on,READ,20.6742,3.9870
timing_on,READ,20.6614,4.0010
timing_on,READ,20.6659,3.9990
timing_on,READ,20.6654,4.0020
timing_on,READ,20.6628,3.9760
timing_on,READ,20.6769,3.9990
timing_on,READ,20.6730,4.0030
timing_on,READ,20.6654,4.0580
timing_on,READ,20.6468,4.0160
timing_on,READ,20.6773,3.9990
timing_on,READ,20.7605,3.9980
timing_on,READ,20.6556,4.0080
timing_on,READ,21.1451,4.0040
timing_on,READ,20.6299,4.0000
timing_on,READ,20.6485,4.0040
timing_on,READ,20.6478,4.0510
timing_on,READ,20.6528,4.0020
timing_on,READ,20.6478,4.0030
timing_on,READ,20.6680,3.9920
timing_on,READ,20.6616,4.0010
timing_on,READ,20.6690,4.0740
timing_on,READ,20.6468,4.0040
timing_on,READ,20.6637,4.0010
timing_on,READ,20.6692,3.9680
timing_on,READ,20.6718,4.0000
timing_on,READ,20.6802,4.0000
timing_on,READ,20.6759,4.0020
timing_on,READ,20.6745,3.9990
timing_on,READ,20.6792,4.0640
timing_on,READ,20.6518,3.9970
timing_on,READ,20.6611,4.0000
timing_on,READ,20.6652,3.9960
timing_on,READ,20.6554,3.9980
timing_on,READ,20.7791,4.0500
timing_on,READ,20.6590,3.9960
timing_on,READ,20.6666,3.9930
timing_on,READ,20.6602,4.0080
timing_on,READ,20.6637,3.9940
timing_on,READ,20.6666,4.0000
timing_on,READ,20.6544,4.0010
timing_on,READ,20.6604,4.0100
timing_on,READ,20.6776,4.0010
timing_on,READ,20.6771,3.9970
timing_on,READ,20.6699,3.9990
timing_on,READ,20.6678,4.0030
timing_on,READ,20.6645,3.9960
timing_on,READ,20.6740,4.0040
timing_on,READ,20.6783,3.9730
timing_on,READ,20.6730,3.9980
timing_on,READ,20.6199,4.0010
timing_on,READ,20.6139,4.0010
timing_on,READ,20.5925,4.0760
timing_on,READ,20.6170,4.0060
timing_on,READ,20.6242,4.0040
timing_on,READ,20.8278,3.9990
timing_on,READ,20.5951,4.0040
timing_on,READ,20.6335,4.0000
timing_on,READ,20.6239,4.0000
timing_on,READ,20.6163,4.0030
timing_on,READ,20.6728,3.9940
timing_on,READ,20.6702,4.0050
timing_on,READ,20.6697,3.9980
timing_on,READ,20.6475,4.0980
timing_on,READ,20.6425,3.9990
timing_on,READ,20.6642,3.9980
timing_on,READ,20.6699,3.9990
timing_on,READ,20.6735,4.0010
timing_on,READ,20.6468,4.0300
timing_on,READ,20.6795,3.9930
timing_on,READ,20.6673,4.0530
timing_on,READ,20.6563,4.0000
timing_on,READ,20.6659,4.0060
timing_on,READ,20.6594,3.9960
timing_on,READ,20.6528,4.0040
timing_on,READ,20.6542,3.9970
timing_on,READ,20.7779,3.9980
timing_on,READ,20.6523,4.0040
timing_on,READ,20.6656,4.0480
timing_on,READ,20.6671,4.0060
timing_on,READ,20.6621,4.0700
timing_on,READ,20.6463,3.9990
timing_on,READ,20.6661,4.0040
timing_on,READ,20.6676,4.0010
timing_on,READ,20.6802,4.0580
timing_on,READ,20.6511,4.0030
timing_on,READ,20.6726,4.0010
timing_on,READ,20.6738,4.0010
timing_on,READ,20.6723,3.9760
timing_on,READ,20.6716,4.0010
timing_on,READ,20.6711,3.9970
timing_on,READ,20.6649,3.9990
timing_on,READ,20.6578,4.0010
timing_on,READ,20.6726,3.9980
timing_on,READ,20.6676,4.0010
timing_on,READ,20.6485,4.0000
timing_on,READ,20.6730,4.0590
timing_on,READ,20.7114,4.0190
timing_on,READ,20.6330,3.9940
timing_on,READ,20.6079,3.9960
timing_on,READ,20.6070,4.0290
timing_on,READ,20.6425,3.9990
timing_on,READ,20.6473,4.0010
timing_on,READ,20.6509,3.9980
timing_on,READ,20.6454,3.9890
timing_on,READ,20.6482,4.0670
timing_on,READ,20.6463,3.9970
timing_on,READ,20.6494,4.0030
timing_on,READ,20.6890,3.9790
timing_on,READ,20.7078,3.9990
timing_on,READ,20.6487,3.9980
timing_on,READ,20.6277,3.9980
timing_on,READ,20.7844,3.9980
timing_on,READ,20.6695,3.9990
timing_on,READ,20.6385,4.0570
timing_on,READ,20.6649,4.0000
timing_on,READ,20.6306,3.9970
timing_on,READ,20.6828,4.0040
timing_on,READ,20.8223,3.9970
timing_on,READ,20.6735,3.9750
timing_on,READ,20.6418,4.0010
timing_on,READ,20.6897,3.9920
timing_on,READ,24.8153,4.0590
timing_on,READ,20.6320,3.9950
timing_on,READ,20.6478,3.9970
timing_on,READ,20.6416,3.9990
timing_on,READ,20.6387,4.0650
timing_on,READ,20.6521,4.0060
timing_on,READ,20.6673,3.9990
timing_on,READ,20.6621,3.9990
timing_on,READ,20.6668,3.9980
timing_on,READ,20.6633,3.9960
timing_on,READ,20.6568,4.0510
timing_on,READ,20.6645,3.9730
timing_on,READ,20.6785,3.9740
timing_on,READ,20.7016,4.0040
timing_on,READ,20.6664,4.0040
timing_on,READ,20.6695,3.9960
timing_on,READ,20.6695,3.9980
timing_on,READ,20.6752,3.9980
timing_on,READ,20.6707,4.0050
timing_on,READ,20.6716,4.0010
timing_on,READ,20.6842,4.0000
timing_on,READ,21.0848,4.0000
timing_on,READ,20.6838,3.9900
timing_on,READ,20.6788,4.0020
timing_on,READ,20.6652,3.9990
timing_on,READ,20.6578,4.0590
timing_on,READ,20.6239,3.9970
timing_on,READ,20.6542,3.9940
timing_on,READ,20.5843,4.0550
timing_on,READ,20.6423,3.9980
timing_on,READ,20.6285,3.9990
timing_on,READ,20.7214,4.0040
timing_on,READ,20.6366,3.9970
timing_on,READ,20.7763,3.9920
timing_on,READ,20.7016,4.0000
timing_on,READ,20.6563,4.0030
timing_on,READ,20.5934,4.0840
timing_on,READ,20.6833,4.0040
timing_on,READ,20.7014,4.0020
timing_on,READ,20.7644,4.0060
timing_on,READ,20.6389,3.9970
timing_on,READ,20.6344,4.0080
timing_on,READ,20.7040,4.0010
timing_on,READ,20.6513,3.9790
timing_on,READ,20.6456,3.9980
timing_on,READ,20.8235,3.9960
timing_on,READ,24.7715,4.0640
timing_on,READ,20.6034,3.9970
timing_on,READ,20.6091,4.0250
timing_on,READ,20.6366,3.9950
timing_on,READ,20.6506,3.9940
timing_on,READ,20.7353,3.9950
timing_on,READ,20.6268,3.9930
timing_on,READ,20.6416,3.9800
timing_on,READ,20.6513,4.0540
timing_on,READ,20.6566,4.0040
timing_on,READ,20.6466,3.9800
timing_on,READ,20.6280,4.0150
timing_on,READ,20.6439,3.9890
timing_on,READ,20.6676,4.0640
timing_on,READ,20.6523,4.0000
timing_on,READ,20.6831,3.9950
timing_on,READ,20.6769,4.0000
timing_on,READ,20.6709,3.9840
timing_on,READ,20.6432,3.9920
timing_on,READ,20.6356,3.9960
timing_on,READ,20.6292,4.0020
timing_on,READ,21.3969,4.0580
timing_on,READ,20.6153,4.0040
timing_on,READ,20.6363,4.0010
timing_on,READ,20.6287,4.0020
timing_on,READ,20.6435,4.0060
timing_on,READ,20.6332,4.0480
timing_on,READ,20.5832,4.0020
timing_on,READ,20.6039,4.0010
timing_on,READ,20.6108,3.9970
timing_on,READ,20.6127,3.9980
timing_on,READ,20.5886,4.0010
timing_on,READ,20.6466,3.9920
timing_on,READ,20.6668,3.9970
timing_on,READ,20.6668,3.9990
timing_on,READ,20.6635,4.0020
timing_on,READ,20.6623,3.9980
timing_on,READ,20.6668,4.0050
timing_on,READ,20.6685,4.0010
timing_on,READ,20.6645,4.0040
timing_on,READ,20.6635,3.9980
timing_on,READ,20.6680,3.9930
timing_on,READ,20.9570,3.9970
timing_on,READ,20.6010,4.0070
timing_on,READ,20.6213,4.0490
timing_on,READ,20.5975,4.0320
timing_on,READ,20.6492,3.9980
timing_on,READ,20.6532,4.0010
timing_on,READ,20.6530,3.9770
timing_on,READ,20.6516,4.0040
timing_on,READ,20.6289,4.0220
timing_on,READ,20.6501,4.0020
timing_on,READ,20.6599,4.0010
timing_on,READ,20.6389,4.0190
timing_on,READ,20.6695,3.9770
timing_on,READ,20.6709,4.0660
timing_on,READ,20.6494,4.0010
timing_on,READ,20.6716,4.0000
timing_on,READ,20.6861,3.9930
timing_on,READ,20.6730,4.0080
timing_on,READ,20.6718,3.9950
timing_on,READ,20.6678,3.9990
timing_on,READ,20.6621,4.0550
timing_on,READ,20.8447,4.0040
timing_on,READ,20.6354,3.9960
timing_on,READ,20.6482,4.0010
timing_on,READ,20.7350,4.0030
timing_on,READ,20.6294,4.0000
timing_on,READ,20.6189,3.9970
timing_on,READ,20.6256,3.9970
timing_on,READ,20.6292,4.0490
timing_on,READ,20.6254,4.0040
timing_on,READ,20.6263,4.0510
timing_on,READ,20.6389,3.9970
timing_on,READ,20.6656,4.0010
timing_on,READ,20.6735,3.9920
timing_on,READ,20.6776,4.0630
timing_on,READ,20.6590,3.9980
timing_on,READ,20.6730,3.9790
timing_on,READ,20.6718,4.0050
timing_on,READ,20.6809,3.9950
timing_on,READ,20.6778,3.9930
timing_on,READ,20.6702,4.0010
timing_on,READ,20.6735,3.9970
timing_on,READ,20.7348,3.9920
timing_on,READ,20.6223,4.0070
timing_on,READ,20.6358,4.0030
timing_on,READ,20.6337,3.9990
timing_on,READ,20.6358,4.0540
timing_on,READ,20.6223,4.0060
timing_on,READ,20.6287,4.0030
timing_on,READ,20.6280,4.0010
timing_on,READ,20.6351,3.9990
timing_on,READ,20.6163,3.9970
timing_on,READ,20.5746,4.0040
timing_on,READ,20.6349,4.0000
timing_on,READ,20.6344,3.9990
timing_on,READ,20.6368,4.0600
timing_on,READ,20.6258,4.0010
timing_on,READ,20.6442,4.0020
timing_on,READ,20.6625,3.9960
timing_on,READ,20.6728,3.9960
timing_on,READ,20.6749,3.9990
timing_on,READ,20.6594,4.0010
timing_on,READ,20.6561,3.9980
timing_on,READ,20.8809,4.0040
timing_on,READ,20.5762,4.0600
timing_on,READ,20.6199,4.0060
timing_on,READ,20.6170,3.9980
timing_on,READ,20.6320,4.0020
timing_on,READ,20.6583,4.0100
timing_on,READ,20.6690,4.0010
timing_on,READ,20.6530,3.9830
timing_on,READ,20.6628,4.0010
timing_on,READ,20.6780,4.0700
timing_on,READ,20.6525,4.0000
timing_on,READ,20.6735,3.9770
timing_on,READ,20.6819,4.0000
timing_on,READ,20.6807,4.0570
timing_on,READ,20.6709,3.9970
timing_on,READ,20.6771,3.9990
timing_on,READ,20.6735,3.9950
timing_on,READ,20.6621,4.0020
timing_on,READ,20.6606,4.0020
timing_on,READ,20.6614,4.0560
timing_on,READ,20.6671,4.0030
timing_on,READ,20.6969,4.0090
timing_on,READ,20.7493,4.0020
timing_on,READ,20.6211,4.0010
timing_on,READ,20.6342,3.9980
timing_on,READ,20.6401,4.0050
timing_on,READ,20.6213,4.0010
timing_on,READ,20.6375,4.0030
timing_on,READ,20.6394,4.0020
timing_on,READ,20.6444,4.0010
timing_on,READ,20.6409,3.9960
timing_on,READ,20.6532,3.9870
timing_on,READ,20.6470,3.9910
timing_on,READ,20.6444,4.0050
timing_on,READ,20.6442,4.0630
timing_on,READ,20.6268,3.9960
timing_on,READ,20.6463,4.0060
timing_on,READ,20.6647,4.0700
timing_on,READ,20.6192,4.0030
timing_on,READ,20.6351,3.9960
timing_on,READ,20.6327,4.0020
timing_on,READ,20.6351,4.0010
timing_on,READ,20.6759,3.9990
timing_on,READ,20.6378,4.0020
timing_on,READ,20.6306,4.0030
timing_on,READ,20.6392,4.0350
timing_on,READ,20.6487,3.9980
timing_on,READ,20.6423,3.9850
timing_on,READ,20.6540,4.0090
timing_on,READ,20.6645,4.0000
timing_on,READ,20.6559,4.0020
timing_on,READ,20.7765,3.9980
timing_on,READ,20.6482,4.0000
timing_on,READ,20.6656,3.9910
timing_on,READ,20.7198,3.9990
timing_on,READ,20.6847,4.0660
timing_on,READ,20.6249,4.0030
timing_on,READ,20.8015,4.0060
timing_on,READ,20.6769,4.0040
timing_on,READ,20.6373,3.9930
timing_on,READ,20.6661,4.0060
timing_on,READ,20.6404,3.9980
timing_on,READ,20.6890,4.0010
timing_on,READ,20.8549,4.0370
timing_on,READ,20.6673,3.9990
timing_on,READ,20.6428,4.0270
timing_on,READ,20.7057,4.0030
timing_on,READ,24.7977,4.0000
timing_on,READ,20.6177,4.0770
timing_on,READ,20.6406,4.0060
timing_on,READ,20.6318,4.0010
timing_on,READ,20.6153,4.0140
timing_on,READ,20.6354,4.0010
timing_on,READ,20.6270,4.0000
timing_on,READ,20.6218,4.0200
timing_on,READ,20.6351,3.9760
timing_on,READ,20.6723,4.0810
timing_on,READ,20.6146,4.0320
timing_on,READ,20.6583,3.9990
timing_on,READ,20.6571,3.9960
timing_on,READ,20.6685,3.9970
timing_on,READ,20.6590,4.0490
timing_on,READ,20.6649,4.0060
timing_on,READ,20.6618,3.9990
timing_on,READ,20.6757,3.9990
timing_on,READ,20.6635,4.0060
timing_on,READ,20.6597,4.0010
timing_on,READ,20.6704,4.0040
timing_on,READ,21.0652,3.9970
timing_on,READ,20.6280,3.9980
timing_on,READ,20.6535,3.9990
timing_on,READ,20.6518,4.0000
timing_on,READ,20.6263,4.0280
timing_on,READ,20.6389,4.0020
timing_on,READ,20.6466,4.0010
timing_on,READ,20.6282,4.0210
timing_on,READ,20.6439,4.0010
timing_on,READ,20.6137,4.0010
timing_on,SBO,21.4632,4.0020
timing_on,SBO,20.4751,4.0310
timing_on,SBO,20.4756,4.0000
timing_on,SBO,20.4651,4.0100
timing_on,SBO,21.0800,4.0040
timing_on,SBO,20.5095,4.0780
timing_on,SBO,20.5007,4.0020
timing_on,SBO,20.4592,4.0060
timing_on,SBO,20.8704,4.0020
timing_on,SBO,20.4985,4.0750
timing_on,SBO,20.5152,4.0000
timing_on,SBO,20.4573,3.9760
timing_on,SBO,20.9100,4.0260
timing_on,SBO,20.5359,3.9940
timing_on,SBO,20.5145,4.0000
timing_on,SBO,20.4422,3.9990
timing_on,SBO,21.2867,4.0510
timing_on,SBO,20.5278,4.0000
timing_on,SBO,20.4983,3.9950
timing_on,SBO,20.5164,4.0030
timing_on,SBO,21.1973,4.0040
timing_on,SBO,20.5066,4.0030
timing_on,SBO,20.5014,4.0050
timing_on,SBO,20.4599,4.0180
timing_on,SBO,20.8452,4.0020
timing_on,SBO,20.5054,4.0520
timing_on,SBO,20.4937,4.0030
timing_on,SBO,20.4720,4.0050
timing_on,SBO,20.9308,4.0020
timing_on,SBO,20.5011,3.9780
timing_on,SBO,20.5028,4.0530
timing_on,SBO,20.4387,4.0290
timing_on,SBO,20.8416,4.0010
timing_on,SBO,20.4756,4.0010
timing_on,SBO,20.4811,3.9660
timing_on,SBO,20.4713,4.0050
timing_on,SBO,21.0645,4.0010
timing_on,SBO,20.5088,3.9960
timing_on,SBO,20.5088,4.0060
timing_on,SBO,21.5526,4.0050
timing_on,SBO,20.5078,4.0040
timing_on,SBO,20.4751,4.0020
timing_on,SBO,20.4835,4.0050
timing_on,SBO,21.0190,4.0550
timing_on,SBO,23.6821,3.9970
timing_on,SBO,20.5193,3.9950
timing_on,SBO,20.5221,4.0340
timing_on,SBO,20.4685,4.0030
timing_on,SBO,20.8983,4.0360
timing_on,SBO,20.5030,4.0010
timing_on,SBO,20.5066,3.9940
timing_on,SBO,20.4713,4.0000
timing_on,SBO,20.9503,3.9910
timing_on,SBO,20.5095,3.9990
timing_on,SBO,20.5126,3.9970
timing_on,SBO,20.4785,3.9950
timing_on,SBO,20.9274,4.0510
timing_on,SBO,20.5033,3.9990
timing_on,SBO,20.4985,4.0060
timing_on,SBO,20.4604,3.9980
timing_on,SBO,20.8721,3.9930
timing_on,SBO,20.5054,4.0580
timing_on,SBO,20.5057,4.0050
timing_on,SBO,21.4822,3.9840
timing_on,SBO,20.5469,4.0040
timing_on,SBO,20.5021,3.9970
timing_on,SBO,20.5119,4.0040
timing_on,SBO,21.2250,4.0290
timing_on,SBO,20.5090,4.0020
timing_on,SBO,20.5107,3.9990
timing_on,SBO,21.5151,4.0010
timing_on,SBO,20.4666,4.0020
timing_on,SBO,20.4675,4.0010
timing_on,SBO,20.5162,3.9980
timing_on,SBO,21.0662,4.0500
timing_on,SBO,20.5109,3.9910
timing_on,SBO,20.5064,4.0000
timing_on,SBO,20.4685,3.9990
timing_on,SBO,20.9479,4.0010
timing_on,SBO,20.5123,4.0450
timing_on,SBO,20.5860,4.0120
timing_on,SBO,21.5230,4.0040
timing_on,SBO,23.8006,4.0340
timing_on,SBO,20.5081,4.0040
timing_on,SBO,20.6594,4.0040
timing_on,SBO,21.6200,3.9990
timing_on,SBO,20.5164,3.9990
timing_on,SBO,20.5150,4.0540
timing_on,SBO,20.4723,3.9760
timing_on,SBO,21.0013,4.0000
timing_on,SBO,20.5047,3.9940
timing_on,SBO,20.4973,4.0040
timing_on,SBO,21.4233,4.0620
timing_on,SBO,20.4647,4.0050
timing_on,SBO,20.4790,4.0340
timing_on,SBO,20.5109,3.9960
timing_on,SBO,21.2245,4.0060
timing_on,SBO,20.5548,4.0030
timing_on,SBO,20.5126,4.0010
timing_on,SBO,21.4789,4.0280
timing_on,SBO,20.4723,4.0030
timing_on,SBO,20.4735,3.9670
timing_on,SBO,20.5162,4.0020
timing_on,SBO,21.1418,4.0020
timing_on,SBO,20.5190,4.0010
timing_on,SBO,20.4928,4.0790
timing_on,SBO,21.4338,3.9960
timing_on,SBO,20.4670,4.0060
timing_on,SBO,20.5054,4.0000
timing_on,SBO,20.5064,4.0000
timing_on,SBO,21.2460,4.0520
timing_on,SBO,20.5164,4.0010
timing_on,SBO,20.4985,4.0080
timing_on,SBO,24.4398,3.9960
timing_on,SBO,21.1706,3.9960
timing_on,SBO,20.5104,3.9960
timing_on,SBO,20.4840,4.0300
timing_on,SBO,21.5092,4.0000
timing_on,SBO,20.4682,4.0120
timing_on,SBO,20.4659,4.0000
timing_on,SBO,20.5109,3.9990
timing_on,SBO,21.0290,3.9970
timing_on,SBO,20.5116,3.9910
timing_on,SBO,20.5076,4.0550
timing_on,SBO,20.4616,4.0020
timing_on,SBO,20.9212,4.0040
timing_on,SBO,20.5061,3.9980
timing_on,SBO,20.5112,3.9940
timing_on,SBO,20.4585,4.0540
timing_on,SBO,20.8688,3.9990
timing_on,SBO,20.5152,3.9710
timing_on,SBO,20.5054,4.0040
timing_on,SBO,20.4685,3.9990
timing_on,SBO,20.9596,3.9970
timing_on,SBO,20.5142,3.9960
timing_on,SBO,20.5019,3.9970
timing_on,SBO,21.4751,4.0650
timing_on,SBO,20.4728,3.9930
timing_on,SBO,20.5047,3.9940
timing_on,SBO,20.5200,3.9980
timing_on,SBO,21.1577,4.0020
timing_on,SBO,20.5038,4.0610
timing_on,SBO,20.5014,3.9770
timing_on,SBO,20.4628,4.0000
timing_on,SBO,20.9587,4.0080
timing_on,SBO,20.5042,4.0050
timing_on,SBO,20.4997,4.0040
timing_on,SBO,21.5492,4.0240
timing_on,SBO,20.4680,4.0000
timing_on,SBO,20.4818,3.9990
timing_on,SBO,20.5183,3.9990
timing_on,SBO,25.4061,4.0000
timing_on,SBO,20.4833,4.0000
timing_on,SBO,20.5131,4.0000
timing_on,SBO,21.5106,4.0540
timing_on,SBO,20.4580,3.9740
timing_on,SBO,20.4859,4.0010
timing_on,SBO,20.5026,3.9800
timing_on,SBO,21.2424,4.0000
timing_on,SBO,20.5014,4.0570
timing_on,SBO,20.4968,4.0030
timing_on,SBO,20.4518,4.0030
timing_on,SBO,20.9408,4.0010
timing_on,SBO,20.5033,4.0090
timing_on,SBO,20.4921,4.0170
timing_on,SBO,20.4589,4.0000
timing_on,SBO,20.9062,4.0020
timing_on,SBO,20.5066,4.0560
timing_on,SBO,20.5772,4.0000
timing_on,SBO,21.4391,4.0040
timing_on,SBO,20.4818,4.0030
timing_on,SBO,20.5188,4.0020
timing_on,SBO,20.5290,4.0500
timing_on,SBO,21.2276,3.9960
timing_on,SBO,20.5042,4.0080
timing_on,SBO,20.5083,4.0040
timing_on,SBO,21.4536,3.9990
timing_on,SBO,20.4713,4.0260
timing_on,SBO,20.5021,4.0060
timing_on,SBO,20.5081,3.9900
timing_on,SBO,21.1802,4.0090
timing_on,SBO,20.4890,4.0010
timing_on,SBO,24.5662,4.0180
timing_on,SBO,20.4701,4.0010
timing_on,SBO,20.9849,4.0010
timing_on,SBO,20.5662,4.0580
timing_on,SBO,20.5250,3.9920
timing_on,SBO,21.3599,4.0670
timing_on,SBO,20.4682,4.0040
timing_on,SBO,20.5052,4.0020
timing_on,SBO,20.5171,4.0520
timing_on,SBO,21.2772,3.9970
timing_on,SBO,20.5038,3.9960
timing_on,SBO,20.4971,4.0000
timing_on,SBO,20.4699,3.9990
timing_on,SBO,20.8421,4.0000
timing_on,SBO,20.5064,4.0050
